user id,query number,query,"task (+ = re-attempt, repair = trying to recover from error made by previous query, * = trying to get the browser to focus on a component, which isn't supported)",success? + = yes,Chickenfoot command
91,12,find results,1.6 *,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* find result(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
91,13,find results without the words,1.6 *,,"enter(/*string*/ ""find results"", xpath(/* without the word(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
91,14,find results without the words nothing,1.6,,"enter(/*string*/ ""find results"", xpath(/* without the word not(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
91,15,,1.6 *,,/* no match */
91,16,,1.6 *,,/* no match */
91,17,,1.6 *,,/* no match */
91,18,clear,repair,,"deselect(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), undefined)"
91,19,advanced search,repair,,"click(xpath(/* advanced search(html button)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[12]/TD[3]/INPUT[1]""))"
91,20,advanced search,repair,,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[1]/DIV[1]/FORM[1]/DIV[3]/A[1]""))"
91,21,find results without the words nothing,1.6,,"enter(/*string*/ ""find results"", xpath(/* without the word not(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
91,22,without the words nothing,1.6,+,"enter(/*the*/ quote(/*string*/ ""nothing""), xpath(/* without(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
91,23,without the words nothing,repeat,,"enter(/*the*/ quote(/*string*/ ""nothing""), xpath(/* without(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
91,24,limit calendar,1.8,+,"select(xpath(/* limit cardinal(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[4]""), undefined)"
91,25,limit calendar,1.7,,"select(xpath(/* limit cardinal(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[4]""), undefined)"
91,26,limit,1.7 *,,"enter(/*string*/ ""limit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
91,27,advanced search,repair,,"click(xpath(/* advanced search(html button)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[12]/TD[3]/INPUT[1]""))"
91,28,advanced search,repair,,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[1]/DIV[1]/FORM[1]/DIV[3]/A[1]""))"
91,29,without the words nothing,repair,,"enter(/*the*/ quote(/*string*/ ""nothing""), xpath(/* without(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
91,30,limit,1.7 *,,"enter(/*string*/ ""limit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
91,31,advancedd search,repair,,"click(xpath(/* advancedd search(html button)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[12]/TD[3]/INPUT[1]""))"
91,32,advanced search,repair,,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[1]/DIV[1]/FORM[1]/DIV[3]/A[1]""))"
91,33,without the words nothing,repair,,"enter(/*the*/ quote(/*string*/ ""nothing""), xpath(/* without(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
91,34,sort by date,1.9,+,"select(xpath(/* by date(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]/OPTION[2]""), xpath(/* str(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]""))"
91,35,google,2.1,,"enter(/*string*/ ""google"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
91,36,www.googlec.om,2.1,,"go(/*url*/ ""www.googlec.om"")"
91,37,www.google.com,2.1,+,"go(/*url*/ ""www.google.com"")"
91,38,images,2.2,+,"click(xpath(/* imag(html link)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/FONT[1]/A[1]""))"
91,39,advanced image search,2.3,+,"click(xpath(/* advanced imag search(html link)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[3]/FONT[1]/A[1]""))"
91,40,all the words lisa simpson,2.4,+,"enter(/*the*/ quote(/*string*/ ""lisa simpson""), xpath(/* all(html textbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/INPUT[1]""))"
91,41,size large,2.5,+,"select(xpath(/* large(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/FONT[1]/SELECT[1]/OPTION[4]""), xpath(/* size(html listbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/FONT[1]/SELECT[1]""))"
91,42,filetypes gif files,2.6,+,"select(xpath(/* gif fill(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[3]/FONT[1]/SELECT[1]/OPTION[3]""), xpath(/* filetype(html listbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[3]/FONT[1]/SELECT[1]""))"
91,43,coloration grayscale,2.7,+,"select(xpath(/* coloration grayscale(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/FONT[1]/SELECT[1]/OPTION[3]""), undefined)"
91,44,safesearch no filtering,2.8,+,"select(xpath(/* safesearch no filter(html radiobutton)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[5]/TD[2]/FONT[1]/INPUT[1]""), undefined)"
91,45,slashdot.org,3.1,+,"go(/*url*/ ""slashdot.org"")"
91,46,login,3.2,+,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[3]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[5]""))"
91,47,nickname bloopy,3.3,+,"enter(/*string*/ ""bloopy"", xpath(/* nickname(html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
91,48,password bloppy,3.4,,"click(xpath(/* password bloopy(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
91,49,slashdot.org,repair,,"go(/*url*/ ""slashdot.org"")"
91,50,login,repair,,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[5]""))"
91,51,bloopy,repair,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
91,52,bloppy,3.4,,"enter(/*string*/ ""bloppy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
91,53,bloopy,repair,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
91,54,password,3.4 *,,"click(xpath(/* password(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
91,55,login,repair,,"click(xpath(/* log in(html link)*/ ""BODY[1]/DIV[3]/DIV[3]/DIV[1]/DIV[1]/H4[1]/A[1]""))"
91,56,nickname,repair,,"enter(/*string*/ ""nickname"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
91,57,nickname bloopy,repair,,"enter(/*string*/ ""bloopy"", xpath(/* nickname(html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
91,58,password bloppy,3.4,,"click(xpath(/* password bloopy(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
91,59,login,repair,,"click(xpath(/* log in(html link)*/ ""BODY[1]/DIV[3]/DIV[3]/DIV[1]/DIV[1]/H4[1]/A[1]""))"
91,60,public terminal,3.5,+,"select(xpath(/* public terminal(html checkbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/LABEL[3]/INPUT[1]""), undefined)"
91,61,log in,3.6,+,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[4]""))"
91,62,www.ebay.com,4.1,+,"go(/*url*/ ""www.ebay.com"")"
91,63,register,4.2,+,"click(xpath(/* register(html link)*/ ""BODY[1]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/SPAN[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/SPAN[1]/SPAN[1]/A[1]""))"
91,64,street address 777 home drive,4.3,+,"enter(/*string*/ ""777 home drive"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
91,65,street address 777 home drive PO Box 777,4.4,,"enter(/*string*/ ""777 home drive PO Box 777"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
91,66,street address 777 home drive,repair,,"enter(/*string*/ ""777 home drive"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
91,67,street address 2 777 home drive,4.4,,"enter(/*string*/ ""777 home drive"", xpath(/* street addres[2] (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[3]/DIV[1]/INPUT[1]""))"
91,68,street address 2 po box 777,4.4,,"enter(/*string*/ ""777"", xpath(/* street addres[2] (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[3]/DIV[1]/INPUT[1]""))"
91,69,street address 2,4.4 *,,"enter(/*string*/ ""street"", xpath(/* addres[2] (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[3]/DIV[1]/INPUT[1]""))"
91,70,po box 777,4.4,,"enter(/*string*/ ""po box 777"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
91,71,register,repair,,"click(xpath(/* register(html link)*/ ""BODY[1]/FORM[1]/DIV[6]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/A[1]""))"
91,72,www.ebay.com,repair,,"go(/*url*/ ""www.ebay.com"")"
91,73,register,repair,,"click(xpath(/* register(html link)*/ ""BODY[1]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/SPAN[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/SPAN[1]/SPAN[1]/A[1]""))"
91,74,street address 777 home drive ,repair,,"enter(/*string*/ ""777 home drive"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
91,75,street address 2 PO Box 777,4.4,+,"enter(/*string*/ ""777"", xpath(/* street addres[2] (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[3]/DIV[1]/INPUT[1]""))"
91,76,state/province arizona,4.5,+,"select(xpath(/* arizona(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]/OPTION[4]""), xpath(/* state province(html listbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]""))"
91,77,www.yahoo.com,5.1,+,"go(/*url*/ ""www.yahoo.com"")"
91,78,free mail: sign up,5.2,+,"click(xpath(/* free mail sign up(html link)*/ ""BODY[1]/DIV[1]/DIV[4]/DIV[1]/DIV[1]/H2[1]/SPAN[2]/A[1]""))"
91,79,sign up for yahoo! mail,5.3,+,"click(xpath(/* sign up for yahoo mail(html button)*/ ""BODY[1]/CENTER[1]/TABLE[2]/TBODY[1]/TR[6]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[1]/FORM[1]/INPUT[1]""))"
91,80,your answeloopr: b,5.4,,"enter(/*string*/ ""b"", xpath(/* you answeloopr(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[5]/TD[3]/INPUT[1]""))"
91,81,your answer bloop,5.4,+,"enter(/*string*/ ""bloop"", xpath(/* you answer(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[5]/TD[3]/INPUT[1]""))"
91,82,birthday: april 28 2001,"5.5 +, 5.6, 5.7",,"select(xpath(/* april 28 2001(html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]/OPTION[5]""), xpath(/* birthday(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
91,83,dd 28,5.6,+,"enter(/*string*/ ""28"", xpath(/* did(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/INPUT[1]""))"
91,84,yyyy 2001,5.7,+,"enter(/*string*/ ""2001"", xpath(/* yyyy(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/INPUT[2]""))"
92,0,http://www.google.com/,1.1,+,"go(/*url*/ ""http://www.google.com/"")"
92,1,mit,1.2,+,"enter(/*string*/ ""mit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
92,2,mit,repeat,,"enter(/*string*/ ""mit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
92,3," ""I'm Feeling Lucky""",1.3,+,"click(xpath(/* i m feel lucky(html button)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[4]""))"
92,4,OpenCourseWare,1.4,+,"click(xpath(/* open cours ware(html link)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/A[2]""))"
92,5,OpenCourseWare,repeat,,"go(/*url*/ ""CourseWare"")"
92,6,OpenCourseWare,repeat,,"go(/*url*/ ""CourseWare"")"
92,7,Advanced Search,1.5,+,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/FORM[1]/DIV[2]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/DIV[3]/A[1]""))"
92,8,Advanced Search,repeat,,"enter(/*string*/ ""Advanced Search"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,9,Advanced Search,repeat,,"enter(/*string*/ ""Advanced Search"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,10,Advanced Search,repeat,,"enter(/*string*/ ""Advanced Search"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,11,with all of the words,1.6 *,,"/*with*/ enter(/*of the*/ /*string*/ ""words\"""", xpath(/* all(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,12,without,1.6 *,,"go(/*url*/ ""without"")"
92,13,,repair,,/* no match */
92,14,,repeat,,/* no match */
92,15,Home,repair,,"click(xpath(/* home(html link)*/ ""BODY[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/FONT[1]/A[1]""))"
92,16,Home,repeat,,"click(xpath(/* home(html link)*/ ""BODY[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/FONT[1]/A[1]""))"
92,17,mit,repair,,"click(xpath(/* no keywords (html button)*/ ""BODY[1]/TABLE[5]/TBODY[1]/TR[1]/TD[2]/TABLE[2]/TBODY[1]/TR[11]/TD[1]/INPUT[1]""))"
92,18,mit,repeat,,"click(xpath(/* no keywords (html button)*/ ""BODY[1]/TABLE[5]/TBODY[1]/TR[1]/TD[2]/TABLE[2]/TBODY[1]/TR[11]/TD[1]/INPUT[1]""))"
92,19,http://www.mit.edu/,repair,,"go(/*url*/ ""http://www.mit.edu/"")"
92,20,http://www.mit.edu/,repeat,,"go(/*url*/ ""http://www.mit.edu/"")"
92,21,OpenCourseWare,repair,,"click(xpath(/* open cours ware(html link)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/A[2]""))"
92,22,Advanced Search,repair,,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/FORM[1]/DIV[2]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/DIV[3]/A[1]""))"
92,23,without the words,1.6 *,,"enter(/*string*/ ""without the words"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,24,                      ,repair,,/* no match */
92,25,                      ,repeat,,/* no match */
92,26,with all of the words,1.6 *,,"/*with*/ enter(/*of the*/ /*string*/ ""words\"""", xpath(/* all(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,27,"words"" ->""           """,repair,,"enter(/*string*/ ""words\"" ->\""           \"""", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,28,http://web.mit.edu/,repair,,"go(/*url*/ ""http://web.mit.edu/"")"
92,29,OpenCourseWare,repair,,"click(xpath(/* open cours ware(html link)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/A[2]""))"
92,30,OpenCourseWare,repair,,"click(xpath(/* open course ware(html link)*/ ""BODY[1]/FORM[1]/DIV[2]/DIV[3]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/DIV[1]/DIV[1]/A[1]""))"
92,31,Advanced Search,repair,,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/FORM[1]/DIV[1]/DIV[2]/DIV[1]/DIV[1]/DIV[1]/DIV[3]/A[1]""))"
92,32,              ,repair,,/* no match */
92,33,\next,1.6 *,,forward()
92,34,\next,1.6 *,,forward()
92,35,nothing,1.6,,"select(xpath(/* not(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[6]""), undefined)"
92,36,nothing,repeat,,"go(/*url*/ ""nothing"")"
92,37,without the words,1.6 *,,"enter(/*string*/ ""without"", /*the*/ xpath(/* word(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,38,back,repair,,back()
92,39,next,1.6 *,,forward()
92,40,next,1.6 *,,forward()
92,41,next,1.6 *,,forward()
92,42,next,1.6 *,,forward()
92,43, nothing,1.6,,"select(xpath(/* not(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[6]""), undefined)"
92,44,\up,1.6 *,,"turn(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), true)"
92,45,\up,1.6 *,,"turn(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), true)"
92,46,/up,1.6 *,,"turn(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), true)"
92,47,without the words,1.6 *,,"enter(/*string*/ ""without the words"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,48,without the words,1.6 *,,"enter(/*string*/ ""without the words"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,49,       ,repair,,/* no match */
92,50,       ,repair,,/* no match */
92,51,          ,repair,,/* no match */
92,52, (nil),repair,,"enter(/*string*/ ""(nil)"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
92,53,        ,repair,,/* no match */
92,54,this is a pain,frustration,,"/*this*/ enter(/*a*/ /*string*/ ""pain"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
